0	1
1	1
2	8
3	1
4	1
5	1
6	1
7	18
8	1
9	1
10	114
11	1
12	1
13	3
14	3
15	1
16	242
17	1
18	56
19	18
20	2
21	1
22	1
23	2
24	1
25	1
26	21
27	1
28	5
29	8
30	1
31	1
32	1
33	4
34	1
35	6
36	1
37	1
38	1
39	2
40	1
41	1
42	3
43	1
44	6
45	1
46	1
47	3
48	3
49	2
50	3
51	3
52	1
53	1
54	2
55	82
56	1
57	1
58	2
59	1
60	14
61	250
62	4
63	3
64	1
65	42
66	11
67	9
68	4
69	109
70	1
71	582
72	8
73	6
74	1
75	1
76	2
77	1
78	1
79	62
80	1
81	7
82	1
83	1
84	1
85	9
86	2
87	1
88	1
89	2
90	8
91	1
92	1
93	2
94	6
95	1
96	1
97	2
98	1
99	8
100	3
101	1
102	11
103	1
104	2
105	1
106	1
107	2
108	3
109	1
110	2
111	31
112	1
113	1
114	2
115	2
116	1
117	10
118	2
119	1
120	1
121	1
122	2
123	4
124	1
125	1
126	24
127	1
128	1
129	1
130	32
131	1
132	1
133	1
134	1
135	1
136	24
137	1
138	83
139	1
140	1
141	4
142	91
143	1
144	1
145	3
146	1
147	3
148	1
149	2
150	1
151	1
152	6
153	2
154	2
155	1
156	1
157	2
158	1
159	1
160	3
161	1
162	2
163	13
164	68
165	1
166	1
167	33
168	1
169	2
170	1
171	1
172	2
173	2
174	21
175	94
176	8
177	34
178	1
179	2
180	2
181	5
182	2
183	1
184	3
185	156
186	21
187	1
188	4
189	1
190	1
191	1
192	2
193	1
194	1
195	1
196	8
197	1
198	1
199	1
200	1
201	3
202	2
203	1
204	1
205	1
206	1
207	1
208	26
209	7
210	7
211	17
212	1
213	5
214	5
215	1
216	2
217	1
218	34
219	2
220	13
221	4
222	20
223	4
224	18
225	1
226	1
227	2
228	1
229	1
230	5
231	8
232	1
233	1
234	1
235	2
236	12
237	18
238	2
239	1
240	11
241	1
242	1
243	1
244	1
245	10
246	16
247	2
248	2
249	6
250	3
251	4
252	1
253	1
254	1
255	5
256	1
257	41
258	1
259	4
260	1
261	2
262	5
263	1
264	1
265	1
266	2
267	29
268	1
269	5
270	12
271	2
272	1
273	385
274	2
275	1
276	3
277	1
278	3
279	1
280	1
281	3
282	2
283	1
284	6
285	10
286	1
287	3
288	1
289	1
290	1
291	260
292	1
293	45
294	1
295	1
296	2
297	122
298	1
299	1
300	1
301	1
302	1
303	9
304	1
305	3
306	1
307	1
308	2
309	2
310	44
311	1
312	2
313	2810
314	1
315	12
316	4
317	1
318	3
319	4
320	9
321	1
322	1
323	32
324	12
325	2
326	19
327	1
328	1
329	11
330	1
331	1
332	2
333	2
334	1
335	1
336	8
337	60
338	1
339	7
340	14
341	6
342	1
343	4
344	6
345	1
346	1
347	1
348	1
349	10
350	5
351	1
352	117
353	1
354	8
355	1
356	2
357	294
358	1
359	1
360	5
361	1
362	67
363	1
364	1
365	1
366	1
367	2
368	3
369	1
370	1
371	1
372	1
373	1
374	1
375	1
376	15
377	1
378	1
379	1
380	3
381	1
382	1
383	429
384	16
385	1
386	1
387	36
388	1
389	1
390	1
391	4
392	1
393	3
394	2
395	1
396	1
397	1
398	4
399	2
400	3
401	243
402	9
403	1
404	2
405	146
406	2
407	7
408	3
409	1
410	1
411	6
412	2
413	1
414	3
415	1
416	82
417	1
418	4
419	110
420	1
421	1
422	1
423	1
424	1
425	7
426	1
427	1
428	1
429	36
430	1
431	1
432	101
433	1
434	1
435	2
436	22
437	1
438	108
439	2
440	1
441	1
442	3
443	12
444	2
445	1
446	2
447	1
448	1
449	1
450	130
451	2
452	12
453	59
454	7
455	1
456	1
457	138
458	1
459	1
460	5
461	65
462	10
463	38
464	1
465	2
466	1
467	1
468	1
469	4
470	8
471	1
472	4
473	1
474	1
475	1
476	10
477	1
478	2
479	1
480	1
481	1
482	394
483	1
484	1
485	4
486	20
487	1
488	1
489	1
490	1
491	1
492	4
493	1
494	3
495	6
496	57
497	2
498	11
499	2
500	3
501	2
502	3
503	1
504	1
505	1
506	1
507	5
508	2
509	2
510	2
511	3
512	3
513	4
514	3
515	2
516	1
517	1
518	1
519	1
520	1
521	1
522	1
523	1
524	1
525	1
526	8
527	2
528	1
529	5
530	1
531	1
532	1
533	4
534	1
535	1
536	1
537	35
538	1
539	1
540	1225
541	1
542	4
543	1
544	1
545	7
546	2
547	1
548	1
549	88
550	1
551	1
552	12
553	475
554	11
555	317
556	1
557	1
558	24
559	2
560	8
561	1
562	21
563	1
564	1
565	2
566	1
567	1
568	4
569	1
570	146
571	1
572	2
573	2
574	1
575	1
576	1
577	1
578	1
579	4
580	2
581	1
582	3
583	2
584	2
585	5
586	8
587	1
588	1
589	42
590	4
591	3
592	13
593	1
594	1
595	4
596	1
597	6
598	1
599	4
600	1
601	2
602	1
603	2
604	2
605	1
606	1
607	1
608	1
609	1
610	1
611	3
612	1
613	1
614	1
615	5
616	3
617	2
618	1
619	1
620	1
621	1
622	5
623	22
624	2
625	1
626	1
627	1
628	1
629	2
630	1
631	8
632	768
633	3
634	4
635	67
636	3
637	2
638	1
639	2
640	1
641	1
642	1
643	1
644	2
645	1
646	1
647	2
648	2
649	1
650	1
651	4
652	5
653	6
654	4
655	4
656	1
657	1
658	1
659	1
660	6
661	1
662	1
663	12
664	1
665	8
666	1
667	1
668	1
669	70
670	7
671	1
672	1
673	1
674	1
675	1
676	1
677	2
678	7
679	1
680	1
681	1
682	86
683	3
684	97
685	1
686	23
687	4
688	17
689	200
690	1
691	1
692	2
693	3
694	1
695	1
696	1
697	1
698	1
699	8
700	1
701	1
702	10
703	5
704	1
705	1
706	1
707	24
708	9
709	1
710	2
711	1
712	1
713	1
714	2
715	1
716	1
717	1
718	57
719	5
720	4
721	1
722	1
723	2
724	1
725	2
726	323
727	3
728	18
729	47
730	9
731	8
732	11
733	12
734	4
735	5
736	44
737	2
738	4
739	1
740	144
741	1
742	4
743	9
744	1
745	2
746	4
747	1
748	2
749	3
750	14
751	1
752	1
753	6
754	1
755	1
756	3
757	1
758	2
759	1
760	1
761	1
762	53
763	1
764	2
765	1
766	1
767	1
768	1
769	1
770	2
771	3
772	1
773	1
774	4
775	1
776	5
777	4
778	170
779	5
780	1
781	2
782	21
783	2
784	1
785	5
786	1
787	1
788	1
789	1
790	1
791	1
792	1
793	2
794	1
795	9
796	1
797	1
798	1
799	1
800	4
801	1
802	4
803	1
804	6
805	1
806	1
807	13
808	6
809	8
810	4
811	1
812	1
